title,release_date,runtime,budget,revenue,original_language,rating,num_votes
Men in Black,1997-07-02,98,90000000,589390539,en,7.3,493833
Men in Black 3,2012-05-23,106,225000000,624026776,en,6.8,322233
Men in Black II,2002-07-03,88,140000000,441818803,en,6.2,327524
Men of Honor,2000-09-13,129,82343495,48814909,en,7.2,103248
Metropolis,1927-01-10,153,92620000,650422,de,8.3,150547
Miami Vice,2006-07-27,132,135000000,163794509,en,6.0,105911
Michael Clayton,2007-07-12,119,25000000,92991835,en,7.2,151310
Midnight in Paris,2011-05-11,94,30000000,151119219,en,7.7,367293
Midsommar,2019-07-03,148,9000000,42291572,en,7.2,115580
Milk,2008-11-05,129,20000000,54586584,en,7.5,159325
Miller's Crossing,1990-09-21,115,14000000,5080409,en,7.8,121027
Million Dollar Baby,2004-12-15,132,30000000,216763646,en,8.1,605015
Minions,2015-06-17,91,74000000,1156730962,en,6.4,201727
Minority Report,2002-06-20,145,102000000,358372926,en,7.6,483735
Misery,1990-11-30,107,20000000,61276872,en,7.8,172164
Miss Congeniality,2000-12-14,111,45000000,212000000,en,6.2,176861
Miss Peregrine's Home for Peculiar Children,2016-09-28,127,110000000,296482446,en,6.7,147285
Mission: Impossible,1996-05-22,110,80000000,457696359,en,7.1,369802
Mission: Impossible - Fallout,2018-07-13,148,178000000,791017452,en,7.8,261783
Mission: Impossible - Ghost Protocol,2011-12-07,133,145000000,694713380,en,7.4,439606
Mission: Impossible - Rogue Nation,2015-07-23,131,150000000,682330139,en,7.4,324374
Mission: Impossible II,2000-05-24,123,125000000,546388105,en,6.1,299924
Mission: Impossible III,2006-05-03,126,150000000,397850012,en,6.9,315939
Moana,2016-11-23,107,150000000,695331111,en,7.6,243271
Modern Times,1936-02-05,87,1500000,8500000,en,8.5,201598
Molly's Game,2017-12-25,140,30000000,59284015,en,7.4,118057
Moneyball,2011-09-22,134,50000000,110206216,en,7.6,339895
Monster,2003-12-24,110,8000000,60378584,en,7.3,128854
Monsters University,2013-06-20,104,200000000,743559607,en,7.3,304260
Monsters vs Aliens,2009-03-19,94,175000000,381509870,en,6.4,140451
"Monsters, Inc.",2001-11-01,92,115000000,562816256,en,8.0,771094
Monty Python and the Holy Grail,1975-05-25,91,400000,5028948,en,8.2,478051
Moon,2009-06-12,97,5000000,9760104,en,7.9,320941
Moonlight,2016-10-21,111,4000000,65046687,en,7.4,246494
Moonrise Kingdom,2012-05-24,94,16000000,68263166,en,7.8,301437
Moulin Rouge!,2001-03-09,127,52500000,179213434,en,7.6,257727
Mr. & Mrs. Smith,2005-06-07,120,110000000,478207520,en,6.5,430997
Mr. Bean's Holiday,2007-03-22,90,25000000,229736344,en,6.4,109773
Mr. Brooks,2007-06-01,120,20000000,41637263,en,7.3,138946
Mr. Deeds,2002-06-28,96,50000000,171269535,en,5.8,130638
Mr. Nobody,2009-11-06,156,47000000,2331721,en,7.8,204582
Mr. Smith Goes to Washington,1939-10-19,129,1500000,9600000,en,8.1,101338
Mrs. Doubtfire,1993-11-24,125,25000000,441286195,en,7.0,231197
Mud,2013-05-01,130,10000000,21587700,en,7.4,160477
Mulan,1998-06-18,88,90000000,304320254,en,7.6,234590
Mulholland Drive,2001-09-08,147,15000000,20117339,en,7.9,300790
Munich,2005-12-23,164,70000000,130358911,en,7.5,203254
Murder on the Orient Express,2017-11-03,114,55000000,351839303,en,6.5,192151
My Best Friend's Wedding,1997-06-19,105,38000000,299288605,en,6.3,121935
My Big Fat Greek Wedding,2002-02-22,95,5000000,368744044,en,6.5,115830
My Cousin Vinny,1992-03-13,120,11000000,64088552,en,7.6,100271
Mystic River,2003-10-07,138,25000000,156822020,en,7.9,399620
Napoleon Dynamite,2004-06-11,95,400000,46118097,en,6.9,190074
National Lampoon's Christmas Vacation,1989-12-01,97,27000000,71319546,en,7.6,146218
National Lampoon's Van Wilder,2002-03-29,92,6000000,20000000,en,6.4,100333
National Treasure,2004-11-19,131,100000000,347451894,en,6.8,292382
National Treasure: Book of Secrets,2007-12-13,124,130000000,457363168,en,6.5,210757
Natural Born Killers,1994-08-25,119,34000000,50282766,en,7.3,206499
Nausicaä of the Valley of the Wind,1984-03-11,117,1000000,3301446,ja,8.1,134055
Nebraska,2013-09-21,115,12000000,17654912,en,7.7,108006
Need for Speed,2014-03-13,130,66000000,203277636,en,6.5,158149
Neighbors,2014-05-08,96,18000000,268157400,en,6.3,273988
Neighbors 2: Sorority Rising,2016-05-04,91,35000000,108758521,en,5.7,107758
Nerve,2016-06-27,96,19000000,85241496,en,6.5,107929
Network,1976-11-01,122,3800000,23689877,en,8.1,136709
Never Let Me Go,2010-09-15,104,15000000,9455232,en,7.1,132840
Next,2007-04-24,96,70000000,76066841,en,6.2,143416
Night at the Museum,2006-10-20,108,110000000,574480841,en,6.4,297960
Night at the Museum: Battle of the Smithsonian,2009-05-20,105,150000000,413106170,en,6.0,167384
Night of the Living Dead,1968-10-01,96,114000,30000000,en,7.9,109478
Nightcrawler,2014-10-23,118,8500000,50300000,en,7.9,427682
No Country for Old Men,2007-11-08,122,25000000,171627166,en,8.1,798551
No Strings Attached,2011-01-21,107,25000000,147780440,en,6.2,203464
Noah,2014-03-07,138,125000000,362637473,en,5.8,234619
Nocturnal Animals,2016-11-04,116,22500000,29252978,en,7.5,218654
Non-Stop,2014-02-26,106,50000000,222809600,en,6.9,241006
North by Northwest,1959-07-08,136,4000000,13275000,en,8.3,282081
Notting Hill,1999-05-13,124,42000000,363889678,en,7.1,255906
Now You See Me,2013-05-29,116,75000000,117698894,en,7.3,569425
Now You See Me 2,2016-06-02,129,90000000,334901337,en,6.5,229193
"O Brother, Where Art Thou?",2000-08-30,106,26000000,71868327,en,7.7,272032
Oblivion,2013-04-10,124,120000000,286168572,en,7.0,466770
Ocean's Eight,2018-06-07,111,70000000,297718711,en,6.2,160796
Ocean's Eleven,2001-12-07,116,85000000,450717150,en,7.8,488458
Ocean's Thirteen,2007-06-06,122,85000000,311312624,en,6.9,305932
Ocean's Twelve,2004-12-09,125,110000000,362744280,en,6.5,341288
Oculus,2014-04-03,104,5000000,44030246,en,6.5,111075
Office Space,1999-02-19,89,10000000,10827810,en,7.7,232717
Old School,2003-02-21,91,24000000,87055349,en,7.1,207895
Oldboy,2003-11-21,120,3000000,14980005,ko,8.4,480425
Olympus Has Fallen,2013-03-20,120,70000000,161025640,en,6.5,246213
On the Waterfront,1954-06-22,108,910000,9600000,en,8.1,133472
Once,2007-03-23,85,160000,20710513,en,7.8,107082
Once Upon a Time in America,1984-05-23,229,20000000,5300000,en,8.4,290795
Once Upon a Time in Mexico,2003-09-11,102,29000000,98185582,en,6.4,148812
Once Upon a Time in the West,1968-12-21,166,5000000,5321508,it,8.5,283778
Once Upon a Time… in Hollywood,2019-07-25,162,95000000,374251247,en,7.7,382410
One Day,2011-03-02,107,15000000,59389433,en,7.0,131820
One Flew Over the Cuckoo's Nest,1975-11-18,133,3000000,108981275,en,8.7,863864
One Hour Photo,2002-08-21,96,12000000,52223306,en,6.8,110413
One Hundred and One Dalmatians,1961-01-25,79,4000000,215880014,en,7.2,144081
Only God Forgives,2013-05-22,90,4800000,10337387,en,5.7,103411
Orphan,2009-07-24,123,20000000,41596251,en,6.9,181949
Out of the Furnace,2013-12-06,116,22000000,15400000,en,6.8,101756
Outbreak,1995-03-10,127,50000000,189859560,en,6.6,103603
Over the Hedge,2006-05-17,83,80000000,343397247,en,6.7,152364
Oz the Great and Powerful,2013-03-07,130,200000000,491868548,en,6.3,194891
P.S. I Love You,2007-11-15,126,30000000,156835339,en,7.0,194945
PK,2014-12-18,153,13000000,120000000,hi,8.1,147151
Pacific Rim,2013-07-11,131,180000000,407602906,en,6.9,452833
Pain & Gain,2013-04-18,130,25000000,86175291,en,6.4,192892
Pan's Labyrinth,2006-08-25,118,19000000,83258226,es,8.2,590335
Pandorum,2009-09-08,108,33000000,20645327,en,6.7,139457
Panic Room,2002-03-29,111,48000000,196397415,en,6.8,244865
Papillon,1973-12-13,151,12000000,53267000,en,8.0,116171
Paranormal Activity,2009-09-25,86,15000,193355800,en,6.3,212941
Parasite,2019-05-30,132,11363000,165923763,ko,8.6,238632
Parker,2013-01-23,118,35000000,46216641,en,6.2,108526
Passengers,2016-12-21,116,110000000,303144152,en,7.0,326239
Paul,2011-02-14,104,40000000,97552050,en,7.0,226263
Pay It Forward,2000-10-20,122,40000000,55707411,en,7.2,109247
Payback,1999-02-05,100,90000000,161626121,en,7.1,127278
Pearl Harbor,2001-05-21,183,140000000,449220945,en,6.2,300518
Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,119,95000000,226497209,en,5.9,169600
Percy Jackson: Sea of Monsters,2013-08-07,106,90000000,199850315,en,5.8,105375
Perfume: The Story of a Murderer,2006-09-13,147,50000000,132180323,en,7.5,225525
Peter Pan,1953-02-05,77,4000000,87404651,en,7.3,118348
Philadelphia,1993-12-22,126,26000000,206678440,en,7.7,212930
Phone Booth,2002-09-09,81,13000000,97837138,en,7.0,242244
Pi,1998-07-10,84,60000,3221152,en,7.4,163908
Pineapple Express,2008-08-06,111,27000000,101624843,en,7.0,303122
Pinocchio,1940-02-23,88,2600000,84300000,en,7.4,122503
Pirates of the Caribbean: At World's End,2007-05-19,169,300000000,961000000,en,7.1,571786
Pirates of the Caribbean: Dead Man's Chest,2006-06-20,151,200000000,1065659812,en,7.3,629530
Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,129,230000000,794191988,en,6.6,242666
Pirates of the Caribbean: On Stranger Tides,2011-05-14,136,380000000,1045713802,en,6.6,460814
Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,143,140000000,655011224,en,8.0,983997
Pitch Black,2000-02-18,108,23000000,53187659,en,7.1,218241
Pitch Perfect,2012-09-28,112,17000000,115350426,en,7.2,264296
Pitch Perfect 2,2015-05-07,115,29000000,287506194,en,6.4,135542
Pixels,2015-07-16,105,88000000,243637091,en,5.5,124787
Planet of the Apes,2001-07-25,119,100000000,362211740,en,5.7,204887
Planet of the Apes,1968-02-07,112,5800000,33395426,en,8.0,159436
Platoon,1986-12-19,120,6000000,138530565,en,8.1,363237
Pocahontas,1995-06-14,81,55000000,346079773,en,6.7,159777
Point Break,1991-07-12,120,24000000,83531958,en,7.3,146463
Pokémon Detective Pikachu,2019-05-03,105,150000000,431605346,en,6.6,113824
Police Academy,1984-03-22,96,4500000,146198896,en,6.7,107310
Poltergeist,1982-06-04,114,10700000,122200000,en,7.3,134416
Pompeii,2014-02-18,105,100000000,117831631,en,5.5,102976
Ponyo,2008-07-19,100,41677699,202404009,ja,7.7,111912
Precious,2009-11-06,110,10000000,47536959,en,7.3,102153
Predator,1987-06-12,107,15000000,98267558,en,7.8,355761
Predator 2,1990-11-20,108,35000000,57120318,en,6.3,139293
Predators,2010-07-03,107,40000000,126248813,en,6.4,204921
Predestination,2014-08-28,97,5500000,3000000,en,7.5,235096
Premium Rush,2012-08-24,91,35000000,31083599,en,6.5,106994
Pretty Woman,1990-03-23,119,14000000,463000000,en,7.0,271405
Pride & Prejudice,2005-09-16,135,28000000,121147947,en,7.8,238451
Priest,2011-05-05,87,60000000,78309131,en,5.7,110772
Primal Fear,1996-03-06,129,30000000,102616183,en,7.7,171631
Prince of Persia: The Sands of Time,2010-05-19,116,150000000,335154643,en,6.6,262013
Princess Mononoke,1997-07-12,134,26500000,159375308,ja,8.4,309253
Prisoners,2013-09-18,153,46000000,122126687,en,8.1,553713
Project X,2012-03-01,88,12000000,100000000,en,6.6,182309
Prometheus,2012-05-30,124,130000000,403170142,en,7.0,550613
Psycho,1960-06-22,109,806948,32000000,en,8.5,563584
Public Enemies,2009-07-01,140,80000000,214104620,en,7.0,268390
Pulp Fiction,1994-09-10,154,8000000,214179088,en,8.9,1721149
Punch-Drunk Love,2002-10-25,96,25000000,24665649,en,7.3,138649
Push,2009-02-04,111,38000000,45465299,en,6.1,102525
Puss in Boots,2011-10-28,90,130000000,554987477,en,6.6,137802
Quantum of Solace,2008-10-30,106,200000000,586090727,en,6.6,387737
R.I.P.D.,2013-07-18,96,130000000,61648500,en,5.6,113242
RED,2010-10-13,111,58000000,71664962,en,7.0,277808
RED 2,2013-07-18,116,84000000,148100000,en,6.6,153251
Raging Bull,1980-11-14,129,18000000,23000000,en,8.2,302221
Raiders of the Lost Ark,1981-06-12,115,18000000,389925971,en,8.4,840803
Rain Man,1988-12-11,134,25000000,354825435,en,8.0,453664
Raising Arizona,1987-03-01,94,6000000,29180280,en,7.3,120043
Ralph Breaks the Internet,2018-11-20,112,175000000,529221154,en,7.1,112210
Rambo III,1988-05-24,102,63000000,189015611,en,5.8,116160
Rambo: First Blood Part II,1985-05-21,96,44000000,300400432,en,6.5,146816
Rampage,2018-04-12,107,120000000,426245950,en,6.1,127647
Ran,1985-06-01,160,11500000,4069653,ja,8.2,103755
Rang De Basanti,2006-01-26,157,2200000,11502151,hi,8.2,104436
Rango,2011-03-02,107,135000000,245724603,en,7.2,223643
Ransom,1996-11-08,121,80000000,309492681,en,6.6,114015
Rashomon,1950-08-26,88,250000,96568,ja,8.2,141704
Rat Race,2001-08-17,112,48000000,85498534,en,6.4,105115
Ratatouille,2007-06-22,111,150000000,623722818,en,8.0,604492
Ray,2004-10-29,152,40000000,124731534,en,7.7,131772
Ready Player One,2018-03-28,140,175000000,582890172,en,7.5,330114
Real Steel,2011-09-28,127,110000000,299268508,en,7.1,288353
Rear Window,1954-09-01,112,1000000,36764313,en,8.4,416286
Rebecca,1940-03-23,130,1288000,6000000,en,8.1,114806
Red Dragon,2002-09-29,124,78000000,209196298,en,7.2,237796
Red Eye,2005-08-04,85,26000000,57891803,en,6.4,108237
Red Riding Hood,2011-03-11,100,42000000,89162162,en,5.4,104488
Red Sparrow,2018-02-28,140,69000000,147988192,en,6.6,150668
Reign of Fire,2002-07-12,101,60000000,82150183,en,6.2,122088
Remember Me,2010-03-12,113,16000000,56032889,en,7.1,132307
Remember the Titans,2000-09-29,113,30000000,136706683,en,7.8,189174
Requiem for a Dream,2000-10-06,102,4500000,7390108,en,8.3,725761
Reservoir Dogs,1992-09-02,99,1200000,2859750,en,8.3,866917
Resident Evil,2002-03-15,100,33000000,102984862,en,6.7,237672
Resident Evil: Afterlife,2010-09-09,97,60000000,300228084,en,5.8,156728
Resident Evil: Apocalypse,2004-09-10,94,45000000,129394835,en,6.2,179478
Resident Evil: Extinction,2007-09-20,94,45000000,148412065,en,6.3,177221
Resident Evil: Retribution,2012-09-12,95,65000000,240159255,en,5.4,128117
Return of the Jedi,1983-05-23,135,32350000,572700000,en,8.3,902068
Revolutionary Road,2008-12-19,119,35000000,75225693,en,7.3,185332
Riddick,2013-09-02,119,38000000,98337295,en,6.4,148690
Rio,2011-04-03,96,90000000,484635760,en,6.9,197406
Rise of the Guardians,2012-11-21,97,145000000,306941670,en,7.3,150147
Rise of the Planet of the Apes,2011-08-03,105,93000000,482860185,en,7.6,482512
Road Trip,2000-05-19,93,16000000,119754278,en,6.4,152156
Road to Perdition,2002-07-12,117,80000000,181001478,en,7.7,234522
Robin Hood,2010-05-12,140,200000000,310669540,en,6.6,245117
Robin Hood,1973-11-08,83,15000000,32056467,en,7.6,108575
Robin Hood: Men in Tights,1993-07-28,104,20000000,35739755,en,6.7,110848
Robin Hood: Prince of Thieves,1991-06-14,143,48000000,390493908,en,6.9,170924
RoboCop,2014-01-30,102,120000000,242688965,en,6.1,210067
RoboCop,1987-07-17,102,13000000,53424681,en,7.5,221461
Robots,2005-03-10,91,75000000,260696994,en,6.3,126571
RockNRolla,2008-09-04,114,18000000,25739015,en,7.3,225197
Rocky,1976-11-21,119,1000000,117235147,en,8.1,490972
Rocky Balboa,2006-12-20,102,24000000,155721132,en,7.1,196405
Rocky II,1979-06-15,119,7000000,200182160,en,7.3,181056
Rocky III,1982-05-28,99,17000000,270000000,en,6.8,164240
Rocky IV,1985-11-21,91,31000000,300473716,en,6.9,176946
Rocky V,1990-11-16,104,42000000,119946358,en,5.3,120992
Rogue One: A Star Wars Story,2016-12-14,133,200000000,1056057273,en,7.8,518719
Role Models,2008-11-07,100,28000000,92380927,en,6.8,214731
Roman Holiday,1953-08-26,119,1500000,12000000,en,8.0,120839
Romeo + Juliet,1996-11-01,120,14500000,147298761,en,6.7,201424
Ronin,1998-09-25,122,55000000,70692101,en,7.3,165453
Room,2015-10-16,117,6000000,35401758,en,8.1,337179
Rope,1948-08-26,81,1500000,2200000,en,8.0,120058
Rosemary's Baby,1968-06-12,137,3200000,33395426,en,8.0,179482
Rounders,1998-09-11,121,12000000,22921898,en,7.3,137523
Run Lola Run,1998-08-20,81,1530000,7267585,de,7.6,182405
Rush,2013-09-02,123,38000000,90247624,en,8.1,408349
Rush Hour,1998-09-18,98,33000000,244386864,en,7.0,227864
Rush Hour 2,2001-08-03,90,90000000,347325802,en,6.6,191449
Rush Hour 3,2007-08-08,91,140000000,258022233,en,6.2,146442
Rushmore,1998-12-11,93,9000000,17096053,en,7.7,161419
S.W.A.T.,2003-08-08,117,80000000,116643346,en,6.0,133851
Safe House,2012-02-09,115,85000000,208076205,en,6.7,197355
Safety Not Guaranteed,2012-06-08,85,750000,4424699,en,7.0,114124
Salt,2010-07-21,100,110000000,293329073,en,6.4,283977
San Andreas,2015-05-27,114,110000000,470490832,en,6.0,200453
Sausage Party,2016-07-11,89,19000000,140705322,en,6.1,165909
Savages,2012-07-06,131,45000000,82966152,en,6.5,117898
Saving Mr. Banks,2013-11-16,125,35000000,112544580,en,7.5,145407
Saving Private Ryan,1998-07-24,169,70000000,481840909,en,8.6,1161668
Saw,2004-10-01,103,1200000,103911669,en,7.6,362854
Saw II,2005-10-28,89,4000000,152925093,en,6.6,223719
Saw III,2006-10-27,114,10000000,163876815,en,6.2,171041
Saw IV,2007-10-25,96,10000000,139352633,en,5.9,134704
Saw V,2008-10-23,95,10800000,113857533,en,5.8,110122
Scarface,1983-12-08,170,25000000,66023329,en,8.3,693838
Scary Movie,2000-07-07,88,19000000,278019771,en,6.2,222079
Scary Movie 2,2001-07-04,83,45000000,141220678,en,5.3,143246
Scary Movie 3,2003-10-24,84,48000000,220673217,en,5.5,132024
Scary Movie 4,2006-04-12,83,45000000,178262620,en,5.1,109522
Scent of a Woman,1992-12-23,157,31000000,134095253,en,8.0,242625
Schindler's List,1993-11-30,195,22000000,321365567,en,8.9,1143435
School of Rock,2003-10-03,110,35000000,131282949,en,7.1,253889
Scott Pilgrim vs. the World,2010-08-12,112,60000000,47664559,en,7.5,353389
Scream,1996-12-20,112,14000000,173046663,en,7.2,271257
Scream 2,1997-12-09,120,24000000,172363301,en,6.2,149620
Scream 3,2000-02-03,116,40000000,161834276,en,5.6,118245
Scream 4,2011-04-11,111,40000000,97138686,en,6.1,122171
Se7en,1995-09-22,127,33000000,327311859,en,8.6,1348976
Searching,2018-08-24,103,1000000,66265218,en,7.6,118637
Secret Window,2004-03-12,96,40000000,92913171,en,6.6,174616
Seeking a Friend for the End of the World,2012-06-22,101,10000000,9636289,en,6.7,104112
Serendipity,2001-10-05,90,28000000,77516304,en,6.9,100217
Serenity,2005-09-03,119,39000000,38869464,en,7.8,275603
Serpico,1973-12-05,129,3000000,29800000,en,7.7,101372
Seven Pounds,2008-12-18,123,55000000,168167691,en,7.6,275815
Seven Psychopaths,2012-09-07,110,15000000,33035736,en,7.2,230125
Seven Samurai,1954-04-26,207,2000000,271841,ja,8.6,296587
Sex Tape,2014-07-17,97,40000000,126069509,en,5.1,103459
Sex and the City,2008-05-12,145,65000000,415252786,en,5.6,112568
Shakespeare in Love,1998-12-11,122,25000000,289317794,en,7.1,206564
Shallow Hal,2001-11-01,114,40000000,141069860,en,5.9,123213
Shame,2011-10-02,101,6500000,17693675,en,7.2,175750
Shanghai Noon,2000-05-26,110,55000000,56932305,en,6.6,114912
Shark Tale,2004-09-20,90,75000000,367275019,en,6.0,159580
Shaun of the Dead,2004-04-09,99,4000000,30332385,en,7.9,487203
Shazam!,2019-03-29,132,80000000,363533271,en,7.1,215603
She's Out of My League,2010-03-11,104,20000000,49779728,en,6.4,120420
She's the Man,2006-03-17,105,20000000,33889159,en,6.3,140447
Sherlock Holmes,2009-12-23,129,90000000,524028679,en,7.6,561918
Sherlock Holmes: A Game of Shadows,2011-11-22,129,125000000,334615000,en,7.5,404442
Shoot 'Em Up,2007-07-26,86,39000000,26820641,en,6.7,141435
Shooter,2007-03-22,124,61000000,95696996,en,7.2,298866
Shrek,2001-05-16,90,60000000,484409218,en,7.8,584042
Shrek 2,2004-05-19,93,150000000,919838758,en,7.2,398091
Shrek Forever After,2010-05-16,93,165000000,752600867,en,6.3,174516
Shrek the Third,2007-05-17,93,160000000,798958165,en,6.0,266269
Shutter Island,2010-02-14,138,80000000,294804195,en,8.1,1052324
Sicario,2015-09-17,122,30000000,84025816,en,7.6,345479
Sicario: Day of the Soldado,2018-06-27,123,35000000,75836683,en,7.1,109553
Side Effects,2013-02-07,106,30000000,63372757,en,7.1,173033
Sideways,2004-10-22,127,16000000,109502303,en,7.5,173232
Signs,2002-08-02,106,72000000,408247917,en,6.7,325428
Silent Hill,2006-04-21,125,50000000,97607453,en,6.5,207374
Silver Linings Playbook,2012-09-08,122,21000000,236412453,en,7.7,636300
Sin City,2005-04-01,124,40000000,158733820,en,8.0,725293
Sin City: A Dame to Kill For,2014-08-20,102,65000000,39407616,en,6.5,146045
Sing,2016-11-23,108,75000000,634151679,en,7.1,123637
Singin' in the Rain,1952-04-09,103,2540800,7200000,en,8.3,205535
Sinister,2012-03-29,110,3000000,77712439,en,6.8,206392
Skyfall,2012-10-25,143,200000000,1108561013,en,7.7,607219
Sleepers,1996-10-18,147,44000000,165615285,en,7.6,179723
Sleeping Beauty,1959-02-17,75,6000000,51000000,en,7.2,127935
Sleepless in Seattle,1993-06-24,105,21000000,227799884,en,6.8,150400
Sleepy Hollow,1999-11-18,105,100000000,206071502,en,7.3,315122
Slumdog Millionaire,2008-05-12,120,15000000,377910544,en,8.0,767290
Smokin' Aces,2006-12-09,109,17000000,57103895,en,6.7,133742
Snakes on a Plane,2006-08-06,105,33000000,62022014,en,5.4,128329
Snatch,2000-09-01,103,10000000,83557872,en,8.3,743867
Snow White and the Huntsman,2012-05-30,127,170000000,396600000,en,6.1,264382
Snow White and the Seven Dwarfs,1937-12-20,83,1488423,184925486,en,7.6,171403
Snowden,2016-09-15,134,40000000,37279439,en,7.3,126075
Snowpiercer,2013-08-01,127,39200000,86758912,ko,7.1,262717
Solo: A Star Wars Story,2018-05-15,135,250000000,392952373,en,6.9,260333
Some Like It Hot,1959-03-19,122,2883848,25000000,en,8.2,229788
Something's Gotta Give,2003-12-12,128,80000000,266728738,en,6.7,106738
Source Code,2011-03-30,93,32000000,147332697,en,7.5,464906
"South Park: Bigger, Longer & Uncut",1999-06-30,81,21000000,78608288,en,7.7,186719
Southpaw,2015-03-24,123,30000000,91709827,en,7.4,206836
Space Jam,1996-11-15,88,80000000,250200000,en,6.4,148666
Spaceballs,1987-06-24,96,22700000,38119483,en,7.1,163918
Spartacus,1960-10-06,197,12000000,60000000,en,7.9,117652
Spectre,2015-10-26,148,245000000,880674609,en,6.8,365283
Speed,1994-06-09,116,30000000,350448145,en,7.2,313341
Spider-Man,2002-05-01,121,139000000,821708551,en,7.3,659649
Spider-Man 2,2004-06-25,127,200000000,783766341,en,7.3,518444
Spider-Man 3,2007-05-01,139,258000000,890871626,en,6.2,477158
Spider-Man: Far from Home,2019-06-28,129,160000000,1131450163,en,7.6,262850
Spider-Man: Homecoming,2017-07-05,133,175000000,880166924,en,7.4,471311
Spider-Man: Into the Spider-Verse,2018-12-06,117,90000000,375450417,en,8.4,295523
Spirited Away,2001-07-20,125,19000000,274925095,ja,8.6,587178
Split,2017-01-19,117,9000000,278454358,en,7.3,390653
Spotlight,2015-11-06,129,20000000,88346473,en,8.1,386837
Spring Breakers,2013-01-24,94,5000000,31724284,en,5.3,130607
Spy,2015-05-06,120,65000000,235666219,en,7.0,220315
Spy Game,2001-11-18,126,115000000,143049560,en,7.1,139196
Spy Kids,2001-03-18,88,35000000,147934180,en,5.4,103270
Stand by Me,1986-08-08,89,8000000,52287414,en,8.1,344954
Star Trek,2009-05-06,127,150000000,385680446,en,7.9,564836
Star Trek Beyond,2016-07-07,122,185000000,343471816,en,7.1,217291
Star Trek II: The Wrath of Khan,1982-06-04,113,12000000,96800000,en,7.7,108044
Star Trek Into Darkness,2013-05-05,132,190000000,467365246,en,7.7,452723
Star Trek: First Contact,1996-11-22,111,46000000,150000000,en,7.6,113461
Star Wars,1977-05-25,121,11000000,775398007,en,8.6,1172213
Star Wars: Episode I - The Phantom Menace,1999-05-19,136,115000000,924317558,en,6.5,692004
Star Wars: Episode II - Attack of the Clones,2002-05-15,142,120000000,649398328,en,6.5,606661
Star Wars: Episode III - Revenge of the Sith,2005-05-17,140,113000000,850000000,en,7.5,674113
Star Wars: The Force Awakens,2015-12-15,136,245000000,2068223624,en,7.9,826186
Star Wars: The Last Jedi,2017-12-13,152,200000000,1332459537,en,7.0,524386
Star Wars: The Rise of Skywalker,2019-12-18,142,250000000,1058056021,en,6.9,254860
Stardust,2007-08-09,127,70000000,135560026,en,7.6,244611
Stargate,1994-10-27,121,55000000,196567262,en,7.1,169069
Starship Troopers,1997-11-07,129,105000000,121214377,en,7.2,257037
Starsky & Hutch,2004-03-05,101,60000000,170268750,en,6.1,134528
State of Play,2009-04-17,127,60000000,87784194,en,7.1,130234
Step Brothers,2008-07-25,98,65000000,128107642,en,6.9,255664
Step Up,2006-08-11,104,12000000,114194847,en,6.5,106832
Steve Jobs,2015-10-09,122,30000000,34441873,en,7.2,144464
Still Alice,2014-12-05,101,5000000,43884652,en,7.5,121166
Straight Outta Compton,2015-08-13,147,28000000,201634991,en,7.9,170767
Stranger Than Fiction,2006-09-09,113,30000000,53653224,en,7.6,211580
Strangers on a Train,1951-06-30,101,1200000,7000000,en,8.0,117503
Street Kings,2008-04-10,109,20000000,65569869,en,6.8,104525
Stuart Little,1999-01-18,84,133000000,300135367,en,5.9,119689
Sucker Punch,2011-03-24,110,82000000,89792502,en,6.0,222738
Suicide Squad,2016-08-03,123,176000000,745600054,en,6.0,564343
Sully,2016-09-07,96,60000000,240797623,en,7.4,217201
Sunset Boulevard,1950-08-10,110,1752000,5000000,en,8.4,187542
Sunshine,2007-04-05,107,50000000,32017803,en,7.2,225128
Super 8,2011-06-08,112,50000000,260095987,en,7.0,326300
Superbad,2007-08-17,113,20000000,121463226,en,7.6,498739
Superman,1978-12-13,143,55000000,300218018,en,7.3,152433
Superman Returns,2006-06-28,154,270000000,391081192,en,6.0,264747
Surrogates,2009-09-24,89,80000000,122444772,en,6.3,165510
Sweeney Todd: The Demon Barber of Fleet Street,2007-12-20,116,50000000,152000000,en,7.3,330680
Swordfish,2001-06-07,99,102000000,147080413,en,6.5,171734
Syriana,2005-11-23,128,50000000,93974620,en,6.9,122637
T2 Trainspotting,2017-01-27,117,18000000,42067430,en,7.2,103970
TRON: Legacy,2010-12-10,125,170000000,400062763,en,6.8,303306
Taken,2008-02-18,94,25000000,226830568,en,7.8,548755
Taken 2,2012-09-27,91,45000000,376141306,en,6.2,279853
Taken 3,2014-12-16,109,48000000,325771424,en,6.0,170909
Talladega Nights: The Ballad of Ricky Bobby,2006-08-04,107,72500000,162966177,en,6.6,159615
Tangled,2010-11-24,100,260000000,591794936,en,7.7,382492
Tarzan,1999-06-18,88,130000000,448191819,en,7.3,191230
Taxi Driver,1976-02-07,114,1300000,28262574,en,8.3,674335
Team America: World Police,2004-10-10,98,32000000,50907422,en,7.2,154404
Tears of the Sun,2003-03-07,121,70000000,85632458,en,6.6,109237
Ted,2012-06-29,107,50000000,549368315,en,6.9,551167
